dataset	chrom	chromStart	chromEnd	name	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize25	ValidConnection	CellType	Reference	Regulated	PowerAtEffectSize10	PowerAtEffectSize15	PowerAtEffectSize20	PowerAtEffectSize50	numTSSEnhGene	distanceToTSS	normalizedDNase_enh	normalizedDNase_prom	numNearbyEnhancers	sumNearbyEnhancers	ubiquitousExpressedGene	numCandidateEnhGene	3DContactAvgHicTrack2	3DContactAvgHicTrack2_squared	activityEnhDNaseOnlyAvgHicTrack2_squared	activityPromDNaseOnlyAvgHicTrack2	ABCScoreDNaseOnlyAvgHicTrack2
FlowFISH_K562	chr11	3345635	3346135	HBE1|chr11:3366865-3367365:*	0.07522902	chr11	5505651	5505652	HBE1	FALSE	0.983456805451	0.999998028858	TRUE	K562	Klann2017	FALSE					53	1924292	6.800454	0.614506	1	3.190607	0	121	9e-06	8.1e-11	46.246174606116	0.614506	2e-05
FlowFISH_K562	chr11	3404095	3405035	HBE1|chr11:3425325-3426265:*	0.05967325	chr11	5505651	5505652	HBE1	FALSE	0.989919227926	0.999278544596	TRUE	K562	Klann2017	FALSE					50	1865463	9.924658	0.614506	2	2.829153	0	117	0.000138	1.9044e-08	98.498836416964	0.614506	0.000431
FlowFISH_K562	chr11	3408215	3409115	HBE1|chr11:3429445-3430345:*	-0.00036393	chr11	5505651	5505652	HBE1	FALSE	0.846461063242	0.999671070349	TRUE	K562	Klann2017	FALSE					50	1861237	2.06995	0.614506	1	9.924658	0	116	7.1e-05	5.041e-09	4.2846930025	0.614506	4.6e-05
FlowFISH_K562	chr11	3416895	3417395	HBE1|chr11:3438125-3438625:*	0.05284707	chr11	5505651	5505652	HBE1	FALSE	0.989919227926	0.822437537062	TRUE	K562	Klann2017	FALSE					50	1852993	0.930377	0.614506	0	0	0	115	0	0	0.865601362129	0.614506	0
FlowFISH_K562	chr11	3422455	3422955	HBE1|chr11:3443685-3444185:*	0.00525852	chr11	5505651	5505652	HBE1	FALSE	0.846461063242	0.99999259346	TRUE	K562	Klann2017	FALSE					50	1847310	17.747396	0.614506	0	0	0	114	1.2e-05	1.44e-10	314.970064780816	0.614506	6.7e-05
FlowFISH_K562	chr11	3505975	3506475	HBE1|chr11:3527205-3527705:*	0.06717458	chr11	5505651	5505652	HBE1	FALSE	0.989919227926	0.905757930134	TRUE	K562	Klann2017	FALSE					0	1999426.5	0	0	0	0	0	0	0	0	0	0	0
FlowFISH_K562	chr11	3579575	3580075	HBE1|chr11:3600805-3601305:*	-0.0895843	chr11	5505651	5505652	HBE1	FALSE	0.435003559484	0.974306828458	TRUE	K562	Klann2017	FALSE					49	1690211	1.003029	0.614506	1	0.641547	0	103	0	0	1.006067174841	0.614506	0
FlowFISH_K562	chr11	3609575	3610115	HBE1|chr11:3630805-3631345:*	-0.02557413	chr11	5505651	5505652	HBE1	FALSE	0.466838498236	0.999999700731	TRUE	K562	Klann2017	FALSE					49	1660283	1.582156	0.614506	2	2.5103	0	100	8.4e-05	7.056e-09	2.503217608336	0.614506	4.2e-05
FlowFISH_K562	chr11	3614155	3615035	HBE1|chr11:3635385-3636265:*	0.0052052	chr11	5505651	5505652	HBE1	FALSE	0.877345771166	0.998678698395	TRUE	K562	Klann2017	FALSE					49	1655312	1.058273	0.614506	1	1.582156	0	99	0.00011	1.21e-08	1.119941742529	0.614506	3.7e-05
FlowFISH_K562	chr11	3801895	3802395	HBE1|chr11:3823125-3823625:*	0.01810731	chr11	5505651	5505652	HBE1	FALSE	0.982456342633	0.836257996608	TRUE	K562	Klann2017	FALSE					0	1703506.5	0	0	0	0	0	0	0	0	0	0	0
FlowFISH_K562	chr11	3824675	3825195	HBE1|chr11:3845905-3846425:*	0.0596111	chr11	5505651	5505652	HBE1	FALSE	0.989919227926	0.999999978927	TRUE	K562	Klann2017	FALSE					43	1444344	14.463824	0.614506	0	0	0	96	9.8e-05	9.604e-09	209.202204702976	0.614506	0.000444
FlowFISH_K562	chr11	3825255	3825755	HBE1|chr11:3846485-3846985:*	0.05409503	chr11	5505651	5505652	HBE1	FALSE	0.989919227926	0.999818799083	TRUE	K562	Klann2017	FALSE					43	1444344	14.463824	0.614506	0	0	0	96	9.8e-05	9.604e-09	209.202204702976	0.614506	0.000444
FlowFISH_K562	chr11	3825855	3826395	HBE1|chr11:3847085-3847625:*	0.02757339	chr11	5505651	5505652	HBE1	FALSE	0.983456805451	0.965988003287	TRUE	K562	Klann2017	FALSE					43	1444344	14.463824	0.614506	0	0	0	96	9.8e-05	9.604e-09	209.202204702976	0.614506	0.000444
FlowFISH_K562	chr11	3831615	3832135	HBE1|chr11:3852845-3853365:*	0.1157877	chr11	5505651	5505652	HBE1	FALSE	0.846461063242	0.976338315014	TRUE	K562	Klann2017	FALSE					43	1438263	5.919474	0.614506	3	21.858693	0	95	6.6e-05	4.356e-09	35.040172436676	0.614506	0.000123
FlowFISH_K562	chr11	3834495	3835395	HBE1|chr11:3855725-3856625:*	0.04443549	chr11	5505651	5505652	HBE1	FALSE	0.989919227926	0.999999939204	TRUE	K562	Klann2017	FALSE					43	1435324	19.073815	0.614506	6	22.681083	0	93	6.6e-05	4.356e-09	363.810418654225	0.614506	0.000397
FlowFISH_K562	chr11	3837695	3838215	HBE1|chr11:3858925-3859445:*	0.09071359	chr11	5505651	5505652	HBE1	FALSE	0.967834268322	0.999900076768	TRUE	K562	Klann2017	FALSE					43	1432193	7.320377	0.614506	5	28.515047	0	90	8.4e-05	7.056e-09	53.587919422129	0.614506	0.000194
FlowFISH_K562	chr11	3839095	3839635	HBE1|chr11:3860325-3860865:*	0.05803713	chr11	5505651	5505652	HBE1	FALSE	0.995272609284	0.999914077431	TRUE	K562	Klann2017	FALSE					43	1430754	4.607153	0.614506	4	29.389427	0	89	8.4e-05	7.056e-09	21.225858765409	0.614506	0.000122
FlowFISH_K562	chr11	3849115	3849635	HBE1|chr11:3870345-3870865:*	0.07411536	chr11	5505651	5505652	HBE1	FALSE	0.989919227926	0.989594889721	TRUE	K562	Klann2017	FALSE					42	1420733	2.690075	0.614506	1	2.161953	0	88	0.000126	1.5876e-08	7.236503505625	0.614506	0.000107
FlowFISH_K562	chr11	3859475	3860235	HBE1|chr11:3880705-3881465:*	0.07910144	chr11	5505651	5505652	HBE1	FALSE	0.982456342633	0.999999998783	TRUE	K562	Klann2017	FALSE					41	1410376	6.58337	0.614506	2	4.133231	0	86	4.8e-05	2.304e-09	43.3407605569	0.614506	9.8e-05
FlowFISH_K562	chr11	3860795	3861295	HBE1|chr11:3882025-3882525:*	0.07103007	chr11	5505651	5505652	HBE1	FALSE	0.989919227926	0.999814642608	TRUE	K562	Klann2017	FALSE					41	1409126	3.249692	0.614506	2	7.466909	0	85	9.1e-05	8.281e-09	10.560498094864	0.614506	9.3e-05
FlowFISH_K562	chr11	3865695	3866655	HBE1|chr11:3886925-3887885:*	0.03039849	chr11	5505651	5505652	HBE1	FALSE	0.982456342633	0.993933403412	TRUE	K562	Klann2017	FALSE					41	1403909	7.813283	0.614506	2	19.875016	0	83	7e-05	4.9e-09	61.047391238089	0.614506	0.000172
FlowFISH_K562	chr11	3867355	3867855	HBE1|chr11:3888585-3889085:*	0.01479577	chr11	5505651	5505652	HBE1	FALSE	0.892111934732	0.999998092404	TRUE	K562	Klann2017	FALSE					41	1402502.5	18.991477	0.614506	2	12.462924	0	82	7e-05	4.9e-09	360.676198641529	0.614506	0.000418
FlowFISH_K562	chr11	3871155	3871655	HBE1|chr11:3892385-3892885:*	0.05418742	chr11	5505651	5505652	HBE1	FALSE	0.989919227926	0.999025747415	TRUE	K562	Klann2017	FALSE					41	1398841.5	4.649641	0.614506	1	18.991477	0	81	7e-05	4.9e-09	21.619161428881	0.614506	0.000103
FlowFISH_K562	chr11	3878615	3879135	HBE1|chr11:3899845-3900365:*	0.08436533	chr11	5505651	5505652	HBE1	FALSE	0.982456342633	0.993596115881	TRUE	K562	Klann2017	FALSE					41	1391370.5	6.245123	0.614506	3	3.149342	0	79	0.000111	1.2321e-08	39.001561285129	0.614506	0.000218
FlowFISH_K562	chr11	3894095	3894675	HBE1|chr11:3915325-3915905:*	-0.02846137	chr11	5505651	5505652	HBE1	FALSE	0.466838498236	0.999993337548	TRUE	K562	Klann2017	FALSE					41	1375610.5	2.252042	0.614506	2	3.713599	0	75	7.5e-05	5.625e-09	5.071693169764	0.614506	5.3e-05
FlowFISH_K562	chr11	3903475	3903975	HBE1|chr11:3924705-3925205:*	0.11636695	chr11	5505651	5505652	HBE1	FALSE	0.846461063242	0.999347088634	TRUE	K562	Klann2017	FALSE					41	1366404	1.839687	0.614506	2	2.778093	0	72	9.3e-05	8.649e-09	3.384448257969	0.614506	5.4e-05
FlowFISH_K562	chr11	3904915	3905415	HBE1|chr11:3926145-3926645:*	0.05141407	chr11	5505651	5505652	HBE1	FALSE	0.989919227926	0.999517341335	TRUE	K562	Klann2017	FALSE					41	1364947	1.375253	0.614506	2	3.242527	0	71	3.4e-05	1.156e-09	1.891320814009	0.614506	1.5e-05
FlowFISH_K562	chr11	3954395	3954915	HBE1|chr11:3975625-3976145:*	0.00450323	chr11	5505651	5505652	HBE1	FALSE	0.912207910257	0.99290694142	TRUE	K562	Klann2017	FALSE					41	1315517	1.873614	0.614506	4	5.131028	0	66	9e-06	8.1e-11	3.510429420996	0.614506	5e-06
FlowFISH_K562	chr11	3958755	3959375	HBE1|chr11:3979985-3980605:*	0.04199854	chr11	5505651	5505652	HBE1	FALSE	0.989919227926	0.999992201497	TRUE	K562	Klann2017	FALSE					41	1310984	1.698984	0.614506	3	3.579789	0	63	5.7e-05	3.249e-09	2.886546632256	0.614506	3.1e-05
FlowFISH_K562	chr11	3971415	3972295	HBE1|chr11:3992645-3993525:*	0.16298112	chr11	5505651	5505652	HBE1	FALSE	0.846461063242	0.804001637599	TRUE	K562	Klann2017	FALSE					41	1297961	0.712875	0.614506	1	1.716014	0	61	2.4e-05	5.76e-10	0.508190765625	0.614506	5e-06
FlowFISH_K562	chr11	3976935	3977495	HBE1|chr11:3998165-3998725:*	-0.01602298	chr11	5505651	5505652	HBE1	FALSE	0.846461063242	0.998173119378	TRUE	K562	Klann2017	FALSE					41	1293023.5	1.716014	0.614506	1	0.712875	0	60	4.6e-05	2.116e-09	2.944704048196	0.614506	2.5e-05
FlowFISH_K562	chr11	3984855	3985355	HBE1|chr11:4006085-4006585:*	-0.05183805	chr11	5505651	5505652	HBE1	FALSE	0.128250050235	0.999999995551	TRUE	K562	Klann2017	FALSE					41	1285127.5	3.573806	0.614506	0	0	0	59	7.3e-05	5.329e-09	12.772089325636	0.614506	8.2e-05
FlowFISH_K562	chr11	3993915	3994415	HBE1|chr11:4015145-4015645:*	-0.02300379	chr11	5505651	5505652	HBE1	FALSE	0.846461063242	0.922757711716	TRUE	K562	Klann2017	FALSE					41	1275929	1.401562	0.614506	1	3.402371	0	58	4.5e-05	2.025e-09	1.964376039844	0.614506	2e-05
FlowFISH_K562	chr11	3995895	3996415	HBE1|chr11:4017125-4017645:*	0.05363814	chr11	5505651	5505652	HBE1	FALSE	0.989919227926	0.999999386014	TRUE	K562	Klann2017	FALSE					41	1273955	3.402371	0.614506	1	1.401562	0	57	0.000146	2.1316e-08	11.576128421641	0.614506	0.000156
FlowFISH_K562	chr11	4043955	4044495	HBE1|chr11:4065185-4065725:*	0.08707607	chr11	5505651	5505652	HBE1	FALSE	0.982456342633	0.999487332825	TRUE	K562	Klann2017	FALSE					41	1225896	1.502724	0.614506	0	0	0	55	6.9e-05	4.761e-09	2.258179420176	0.614506	3.2e-05
FlowFISH_K562	chr11	4072595	4073155	HBE1|chr11:4093825-4094385:*	0.09567253	chr11	5505651	5505652	HBE1	FALSE	0.944568866097	0.999838853069	TRUE	K562	Klann2017	FALSE					41	1197271	3.436129	0.614506	0	0	0	53	9.1e-05	8.281e-09	11.806982504641	0.614506	9.8e-05
FlowFISH_K562	chr11	4091955	4092475	HBE1|chr11:4113185-4113705:*	0.02123284	chr11	5505651	5505652	HBE1	FALSE	0.982456342633	0.999808283554	TRUE	K562	Klann2017	FALSE					41	1177947	3.666615	0.614506	1	0.736872	0	51	5.4e-05	2.916e-09	13.444065558225	0.614506	6.3e-05
FlowFISH_K562	chr11	4145695	4146935	HBE1|chr11:4166925-4168165:*	0.09800599	chr11	5505651	5505652	HBE1	FALSE	0.912207910257	0.999980422596	TRUE	K562	Klann2017	FALSE					40	1123823	7.489993	0.614506	1	0.942145	0	48	0.000222	4.9284e-08	56.099995140049	0.614506	0.000523
FlowFISH_K562	chr11	4182015	4182535	HBE1|chr11:4203245-4203765:*	0.05247865	chr11	5505651	5505652	HBE1	FALSE	0.989919227926	0.999978076925	TRUE	K562	Klann2017	FALSE					40	1088039.5	4.747385	0.614506	1	0.916549	0	45	0.000317	1.00489e-07	22.537664338225	0.614506	0.000473
FlowFISH_K562	chr11	4184495	4184995	HBE1|chr11:4205725-4206225:*	-0.00771111	chr11	5505651	5505652	HBE1	FALSE	0.742137392925	0.999999999811	TRUE	K562	Klann2017	FALSE					40	1085330.5	0.916549	0.614506	1	4.747385	0	44	0.000317	1.00489e-07	0.840062069401	0.614506	9.1e-05
FlowFISH_K562	chr11	4194815	4195335	HBE1|chr11:4216045-4216565:*	0.0346704	chr11	5505651	5505652	HBE1	FALSE	0.982456342633	0.99998886419	TRUE	K562	Klann2017	FALSE					39	1075025	2.783689	0.614506	2	2.402635	0	42	0.000329	1.08241e-07	7.748924448721	0.614506	0.000288
FlowFISH_K562	chr11	4493195	4493695	HBE1|chr11:4514425-4514925:*	0.01464162	chr11	5505651	5505652	HBE1	FALSE	0.982456342633	0.997689692726	TRUE	K562	Klann2017	FALSE					35	776703	1.120412	0.614506	0	0	0	38	0.000206	4.2436e-08	1.255323049744	0.614506	7.3e-05
FlowFISH_K562	chr11	4539475	4539975	HBE1|chr11:4560705-4561205:*	-0.02062667	chr11	5505651	5505652	HBE1	FALSE	0.600189196236	0.999999960114	TRUE	K562	Klann2017	FALSE					35	730336	1.16068	0.614506	0	0	0	37	0.000245	6.0025e-08	1.3471780624	0.614506	8.9e-05
FlowFISH_K562	chr11	4626095	4626635	HBE1|chr11:4647325-4647865:*	0.03847498	chr11	5505651	5505652	HBE1	FALSE	0.989919227926	0.95774707572	TRUE	K562	Klann2017	FALSE					30	643754	4.486054	0.614506	0	0	0	35	0.000483	2.33289e-07	20.124680490916	0.614506	0.000681
FlowFISH_K562	chr11	4636835	4637355	HBE1|chr11:4658065-4658585:*	0.05426002	chr11	5505651	5505652	HBE1	FALSE	0.989919227926	0.999992171445	TRUE	K562	Klann2017	FALSE					30	632934.5	3.390443	0.614506	0	0	0	34	0.000299	8.9401e-08	11.495103736249	0.614506	0.000318
FlowFISH_K562	chr11	4658455	4659495	HBE1|chr11:4679685-4680725:*	0.07119471	chr11	5505651	5505652	HBE1	FALSE	0.989919227926	0.99999227097	TRUE	K562	Klann2017	FALSE					28	611098.5	4.393096	0.614506	0	0	0	33	0.000276	7.6176e-08	19.299292465216	0.614506	0.000381
FlowFISH_K562	chr11	4890355	4890855	HBE1|chr11:4911585-4912085:*	0.03521118	chr11	5505651	5505652	HBE1	FALSE	0.982456342633	0.999997677762	TRUE	K562	Klann2017	FALSE					0	615046.5	0	0	0	0	0	0	0	0	0	0	0
FlowFISH_K562	chr11	4891935	4892475	HBE1|chr11:4913165-4913705:*	-0.00109209	chr11	5505651	5505652	HBE1	FALSE	0.846461063242	0.999996135887	TRUE	K562	Klann2017	FALSE					21	377829	1.414723	0.614506	0	0	0	31	0.00041	1.681e-07	2.001441166729	0.614506	0.000182
FlowFISH_K562	chr11	4990975	4991535	HBE1|chr11:5012205-5012765:*	0.03914723	chr11	5505651	5505652	HBE1	FALSE	0.982456342633	0.9999998462	TRUE	K562	Klann2017	FALSE					15	278886	1.925875	0.614506	0	0	0	30	0.000574	3.29476e-07	3.708994515625	0.614506	0.000348
FlowFISH_K562	chr11	5124035	5124535	HBE1|chr11:5145265-5145765:*	0.06248412	chr11	5505651	5505652	HBE1	FALSE	0.989919227926	0.999917497391	TRUE	K562	Klann2017	FALSE					11	145889.5	6.580456	0.614506	1	0.625861	0	26	0.001241	1.540081e-06	43.302401167936	0.614506	0.002568
FlowFISH_K562	chr11	5129295	5129835	HBE1|chr11:5150525-5151065:*	-0.05954179	chr11	5505651	5505652	HBE1	FALSE	0.466838498236	0.989351555056	TRUE	K562	Klann2017	FALSE					11	140686	7.126701	0.614506	1	0.625861	0	24	0.001065	1.134225e-06	50.789867143401	0.614506	0.002386
FlowFISH_K562	chr11	5171815	5172315	HBE1|chr11:5193045-5193545:*	0.06723772	chr11	5505651	5505652	HBE1	FALSE	0.989919227926	0.889652045524	TRUE	K562	Klann2017	FALSE					9	97979	2.470034	0.614506	0	0	0	20	0.001703	2.900209e-06	6.101067961156	0.614506	0.001322
FlowFISH_K562	chr11	5196035	5196535	HBE1|chr11:5217265-5217765:*	0.08846575	chr11	5505651	5505652	HBE1	FALSE	0.982456342633	0.998523503088	TRUE	K562	Klann2017	FALSE					8	73583.5	6.19312	0.614506	1	1.24225	0	19	0.002346	5.503716e-06	38.3547353344	0.614506	0.00457
FlowFISH_K562	chr11	5204735	5205255	HBE1|chr11:5225965-5226485:*	-0.0377189	chr11	5505651	5505652	HBE1	FALSE	0.399113176206	0.999999959458	TRUE	K562	Klann2017	FALSE					7	65149	8.522766	0.614506	2	1.682165	0	17	0.002742	7.518564e-06	72.637540290756	0.614506	0.007348
FlowFISH_K562	chr11	5224435	5225275	HBE1|chr11:5245665-5246505:*	0.02971878	chr11	5505651	5505652	HBE1	FALSE	0.982456342633	0.999999889384	TRUE	K562	Klann2017	FALSE					7	44952.5	7.717074	0.614506	1	0.682667	0	14	0.003651	1.3329801e-05	59.553231121476	0.614506	0.00886
FlowFISH_K562	chr11	5225415	5225955	HBE1|chr11:5246645-5247185:*	0.0328367	chr11	5505651	5505652	HBE1	FALSE	0.982456342633	0.999999999483	TRUE	K562	Klann2017	FALSE					7	44952.5	7.717074	0.614506	1	0.682667	0	14	0.003651	1.3329801e-05	59.553231121476	0.614506	0.00886
FlowFISH_K562	chr11	5258555	5259055	HBE1|chr11:5279785-5280285:*	0.00088748	chr11	5505651	5505652	HBE1	FALSE	0.846461063242	0.99999856477	TRUE	K562	Klann2017	FALSE					1	11268	7.073782	0.614506	2	2.145418	0	2	0.009465	8.9586225e-05	50.038391783524	0.614506	0.021054
FlowFISH_K562	chr11	5275735	5276235	HBE1|chr11:5296965-5297465:*	-0.32358968	chr11	5505651	5505652	HBE1	TRUE	3.07477010334e-13	0.993058229513	TRUE	K562	Klann2017	TRUE					1	5603.5	13.490707	0.614506	4	35.734322	0	2	0.05285	0.0027931225	181.999175359849	0.614506	0.224196
FlowFISH_K562	chr11	5275754	5276060	HBG2|chr11:5296984-5297290:*	-0.499976039	chr11	5505604	5505605	HBG2	TRUE	1.9603e-05		TRUE	K562	Xie2017	TRUE					2	20965.5	13.490707	0.442163	4	35.734322	0	6	0.005752	3.3085504e-05	181.999175359849	0.442163	0.022967
FlowFISH_K562	chr11	5278635	5279175	HBE1|chr11:5299865-5300405:*	-0.09513497	chr11	5505651	5505652	HBE1	TRUE	0.046075154697	0.998036218338	TRUE	K562	Klann2017	TRUE					1	8758	2.745898	0.614506	3	45.232162	0	4	0.05285	0.0027931225	7.539955826404	0.614506	0.045633
FlowFISH_K562	chr11	5280370	5281170	HBE1|chr11:5301600-5302400:*	-0.864802	chr11	5505651	5505652	HBE1	TRUE	3.45e-99	0.56	TRUE	K562	Thakore2015	TRUE					1	10544	29.981533	0.614506	4	30.843579	0	5	0.015595	0.000243204025	898.892321030089	0.614506	0.147027
FlowFISH_K562	chr11	5280370	5281170	HBG2|chr11:5301600-5302400:*	-0.738582	chr11	5505604	5505605	HBG2	TRUE	1.9e-52	0.55	TRUE	K562	Thakore2015	TRUE					2	25906	29.981533	0.442163	4	30.843579	0	9	0.005805	3.3698025e-05	898.892321030089	0.442163	0.051513
FlowFISH_K562	chr11	5284535	5285035	HBE1|chr11:5305765-5306265:*	-0.42208564	chr11	5505651	5505652	HBE1	TRUE	3.30953115421e-29	0.99946951484	TRUE	K562	Klann2017	TRUE					1	14792	12.847052	0.614506	3	44.228688	0	6	0.015595	0.000243204025	165.046745090704	0.614506	0.063001
FlowFISH_K562	chr11	5284694	5284860	HBG2|chr11:5305924-5306090:*	-0.415828463	chr11	5505604	5505605	HBG2	TRUE	1.97e-06		TRUE	K562	Xie2017	TRUE					2	30154	12.847052	0.442163	3	44.228688	0	10	0.005805	3.3698025e-05	165.046745090704	0.442163	0.022073
FlowFISH_K562	chr11	5288035	5288555	HBE1|chr11:5309265-5309785:*	-0.46675139	chr11	5505651	5505652	HBE1	TRUE	9.58254193327e-31	0.999999301054	TRUE	K562	Klann2017	TRUE					1	18643	12.640357	0.614506	5	22.719849	0	8	0.009632	9.2775424e-05	159.778625087449	0.614506	0.038285
FlowFISH_K562	chr11	5288183	5288360	HBG2|chr11:5309413-5309590:*	-0.582503716	chr11	5505604	5505605	HBG2	TRUE	3.11e-11		TRUE	K562	Xie2017	TRUE					2	34005	12.640357	0.442163	5	22.719849	0	12	0.004218	1.7791524e-05	159.778625087449	0.442163	0.015781
FlowFISH_K562	chr11	5291175	5291675	HBE1|chr11:5312405-5312905:*	-0.07378941	chr11	5505651	5505652	HBE1	FALSE	0.0583594577366	0.999694083481	TRUE	K562	Klann2017	FALSE					1	21285	5.938143	0.614506	3	14.968213	0	10	0.007337	5.3831569e-05	35.261542288449	0.614506	0.0137
FlowFISH_K562	chr11	5335115	5335635	HBE1|chr11:5356345-5356865:*	-0.04330527	chr11	5505651	5505652	HBE1	FALSE	0.846461063242	0.974964572929	TRUE	K562	Klann2017	FALSE					3	65340.5	2.736814	0.614506	1	1.388157	0	15	0.002349	5.517801e-06	7.490150870596	0.614506	0.002022
FlowFISH_K562	chr11	5363635	5364635	HBE1|chr11:5384865-5385865:*	0.07257341	chr11	5505651	5505652	HBE1	FALSE	0.989919227926	0.89602286625	TRUE	K562	Klann2017	FALSE					4	93973	1.946862	0.614506	0	0	0	17	0.002232	4.981824e-06	3.790271647044	0.614506	0.001366
FlowFISH_K562	chr11	5369755	5370295	HBE1|chr11:5390985-5391525:*	0.06727658	chr11	5505651	5505652	HBE1	FALSE	0.989919227926	0.985432872347	TRUE	K562	Klann2017	FALSE					4	99899	1.767653	0.614506	0	0	0	18	0.001866	3.481956e-06	3.124597128409	0.614506	0.001037
FlowFISH_K562	chr11	5380675	5381175	HBE1|chr11:5401905-5402405:*	0.00848271	chr11	5505651	5505652	HBE1	FALSE	0.846461063242	0.999999991149	TRUE	K562	Klann2017	FALSE					4	110890.5	2.154528	0.614506	0	0	0	19	0.001699	2.886601e-06	4.641990902784	0.614506	0.001151
FlowFISH_K562	chr11	5476135	5476675	HBE1|chr11:5497365-5497905:*	0.00064985	chr11	5505651	5505652	HBE1	FALSE	0.846461063242	0.999997297137	TRUE	K562	Klann2017	FALSE					9	206443.5	3.203136	0.614506	0	0	0	21	0.000748	5.59504e-07	10.260080234496	0.614506	0.000753
FlowFISH_K562	chr11	5506995	5507615	HBE1|chr11:5528225-5528845:*	0.03575502	chr11	5505651	5505652	HBE1	FALSE	0.989919227926	0.97904822226	TRUE	K562	Klann2017	FALSE					11	237229	1.786197	0.614506	3	8.35397	0	30	0.000686	4.70596e-07	3.190499722809	0.614506	0.000386
FlowFISH_K562	chr11	5530995	5531795	HBE1|chr11:5552225-5553025:*	0.03007019	chr11	5505651	5505652	HBE1	FALSE	0.982456342633	0.999952586376	TRUE	K562	Klann2017	FALSE					14	261262.5	2.716738	0.614506	2	1.669674	0	34	0.000669	4.47561e-07	7.380665360644	0.614506	0.000571
FlowFISH_K562	chr11	5591615	5592135	HBE1|chr11:5612845-5613365:*	0.06003635	chr11	5505651	5505652	HBE1	FALSE	0.989919227926	0.99999998596	TRUE	K562	Klann2017	FALSE					16	321738	4.611565	0.614506	1	0.894821	0	39	0.000487	2.37169e-07	21.266531749225	0.614506	0.000707
